symbol,data,2019-12-31,2020-12-31,2021-12-31,2022-12-31,2023-12-31,2024-12-31
CV,Net Income Continuous Operations,,199796130.0,150046002.0,12783840.0,-590514196.0,
CV,Tax Provision,,31462969.0,19141244.0,271311.0,5022231.0,
CV,Pretax Income,,231259099.0,169187246.0,13055151.0,-585491965.0,
CV,Other Income Expense,,21232260.0,12740466.0,35585025.0,-153888370.0,
CV,Other Non Operating Income Expenses,,2629183.0,2225448.0,3993878.0,5092469.0,
CV,Special Income Charges,,20000000.0,0.0,35159857.0,-155330710.0,
CV,Gain On Sale Of Business,,,0.0,35159857.0,1741854.0,
CV,Other Special Charges,,-20000000.0,,,,
CV,Impairment Of Capital Assets,,,,0.0,157072564.0,
CV,Earnings From Equity Interest,,-7124106.0,-1426893.0,-5279804.0,0.0,
CV,Gain On Sale Of Security,,5727183.0,11941911.0,1711094.0,-3650129.0,
CV,Net Non Operating Interest Income Expense,,-11000172.0,-33026169.0,-62564419.0,-142568463.0,
CV,Interest Expense Non Operating,,34275401.0,33120129.0,63065963.0,143518451.0,
CV,Interest Income Non Operating,,23275229.0,93960.0,501544.0,949988.0,
CV,Operating Income,,221027011.0,189472949.0,40034545.0,-289035132.0,
CV,Operating Expense,,121733269.0,138450717.0,229110835.0,291753140.0,
CV,Provision For Doubtful Accounts,,,,0.0,91083545.0,
CV,Selling General And Administration,,121733269.0,138450717.0,229110835.0,200669595.0,
CV,Selling And Marketing Expense,,,0.0,28630027.0,5364736.0,
CV,General And Administrative Expense,,121733269.0,138450717.0,200480808.0,195304859.0,
CV,Other Gand A,,121733269.0,138450717.0,200480808.0,195304859.0,
CV,Gross Profit,,342760280.0,327923666.0,269145380.0,2718008.0,
CV,Cost Of Revenue,,2126200335.0,1393689093.0,1656703380.0,1028454798.0,
CV,Total Revenue,,2468960615.0,1721612759.0,1925848760.0,1031172806.0,
CV,Operating Revenue,,2468960615.0,1721612759.0,1925848760.0,1031172806.0,
CWT,Tax Effect Of Unusual Items,,-492292.297295,-2499227.874247,7874335.698563,-59471576.8,
CWT,Tax Rate For Calcs,,0.240329,0.209699,0.229182,0.2,
CWT,Normalized EBITDA,,335030123.0,411153688.0,350536210.0,249247015.0,
CWT,Total Unusual Items,,-2048414.0,-11918140.0,34358511.0,-297357884.0,
CWT,Total Unusual Items Excluding Goodwill,,-2048414.0,-11918140.0,34358511.0,-297357884.0,
CWT,Net Income From Continuing Operation Net Minority Interest,,117031191.0,172152236.0,180063505.0,-116196678.0,
CWT,Reconciled Depreciation,,111721895.0,129735356.0,129031859.0,170617751.0,
CWT,Reconciled Cost Of Revenue,,1152669720.0,1299051741.0,1424182895.0,1480460158.0,
CWT,EBITDA,,332981709.0,399235548.0,384894721.0,-48110869.0,
CWT,EBIT,,221259814.0,269500192.0,255862862.0,-218728620.0,
CWT,Net Interest Income,,-90978017.0,-77072107.0,-57477285.0,-82581077.0,
CWT,Interest Expense,,92117711.0,77450106.0,58001296.0,83458963.0,
CWT,Interest Income,,1139694.0,377999.0,524011.0,877886.0,
CWT,Normalized Income,,118587312.702705,181571148.125753,153579329.698563,121689629.2,
CWT,Net Income From Continuing And Discontinued Operation,,117031191.0,172152236.0,180063505.0,-116196678.0,
CWT,Total Expenses,,1379149454.0,1510962575.0,1679439086.0,1758597418.0,
CWT,Rent Expense Supplemental,3269198.0,2500489.0,1497527.0,,,
CWT,Diluted Average Shares,,630103128.0,633298017.0,630103128.0,630103595.0,
CWT,Basic Average Shares,,630103128.0,630103128.0,630103128.0,630103595.0,
CWT,Diluted EPS,,0.19,0.27,0.29,-0.18,
CWT,Basic EPS,,0.19,0.27,0.29,-0.18,
CWT,Diluted NI Availto Com Stockholders,,117031191.0,172152236.0,180063505.0,-116196678.0,
CWT,Net Income Common Stockholders,,117031191.0,172152236.0,180063505.0,-116196678.0,
CWT,Net Income,,117031191.0,172152236.0,180063505.0,-116196678.0,
CWT,Minority Interests,,18925618.0,20374955.0,27548153.0,214653868.0,
CWT,Net Income Including Noncontrolling Interests,,98105573.0,151777281.0,152515352.0,-330850546.0,
CWT,Net Income Continuous Operations,,98105573.0,151777281.0,152515352.0,-330850546.0,
CWT,Tax Provision,,31036530.0,40272805.0,45346214.0,28662963.0,
CWT,Pretax Income,,129142103.0,192050086.0,197861566.0,-302187583.0,
CWT,Other Income Expense,,33152643.0,24824809.0,70858456.0,-247375080.0,
CWT,Other Non Operating Income Expenses,,35046924.0,31286962.0,30849253.0,40538444.0,
CWT,Special Income Charges,,-4505383.0,0.0,32192163.0,-295344851.0,
CWT,Gain On Sale Of Ppe,,-1527064.0,-2984394.0,-5125480.0,4655149.0,
CWT,Gain On Sale Of Business,0.0,,0.0,37317643.0,0.0,
CWT,Write Off,,0.0,0.0,0.0,0.0,
CWT,Impairment Of Capital Assets,9537950.0,2978319.0,,0.0,300000000.0,
CWT,Earnings From Equity Interest,,154133.0,5455987.0,5650692.0,9444360.0,
CWT,Gain On Sale Of Security,,2456969.0,-11918140.0,2166348.0,-2013033.0,
CWT,Net Non Operating Interest Income Expense,,-90978017.0,-77072107.0,-57477285.0,-82581077.0,
CWT,Interest Expense Non Operating,,92117711.0,77450106.0,58001296.0,83458963.0,
CWT,Interest Income Non Operating,,1139694.0,377999.0,524011.0,877886.0,
CWT,Operating Income,,186967477.0,244297384.0,184480395.0,27768574.0,
CWT,Operating Expense,,226479734.0,211910834.0,255256191.0,278137260.0,
CWT,Provision For Doubtful Accounts,,,,0.0,0.0,
CWT,Selling General And Administration,,226479734.0,211910834.0,255256191.0,278137260.0,
CWT,Selling And Marketing Expense,,57213101.0,56691225.0,69086263.0,49398690.0,
CWT,General And Administrative Expense,,169266633.0,155219609.0,186169928.0,228738570.0,
CWT,Other Gand A,,149325847.0,136123266.0,160638819.0,190751240.0,
CWT,Salaries And Wages,,19940786.0,19096343.0,25531109.0,37987330.0,
CWT,Gross Profit,,413447211.0,456208218.0,439736586.0,305905834.0,
CWT,Cost Of Revenue,,1152669720.0,1299051741.0,1424182895.0,1480460158.0,
CWT,Total Revenue,,1566116931.0,1755259959.0,1863919481.0,1786365992.0,
CWT,Operating Revenue,,1566116931.0,1755259959.0,1863919481.0,1786365992.0,
D,Tax Effect Of Unusual Items,,0.0,0.0,0.0,0.0,
D,Tax Rate For Calcs,,0.294858,0.162,0.162,0.212,
D,Normalized EBITDA,,45443489.48,26051278.48,121485303.74,147294798.82,
D,Net Income From Continuing Operation Net Minority Interest,,-7805921.89,-24234354.15,57500298.72,71250569.52,
D,Reconciled Depreciation,,38938748.98,35806607.35,37616548.59,38576677.41,
D,Reconciled Cost Of Revenue,,404886660.17,392015083.97,547832968.62,612957463.59,
D,EBITDA,,45443489.48,26051278.48,121485303.74,147294798.82,
D,EBIT,,6504740.5,-9755328.87,83868755.15,108718121.41,
D,Net Interest Income,,-17571763.04,-15826810.67,-15248231.33,-18297198.98,
D,Interest Expense,,17571763.04,15826810.67,15248231.33,18297198.98,
D,Normalized Income,,-7805921.89,-24234354.15,57500298.72,71250569.52,
D,Net Income From Continuing And Discontinued Operation,,-7805921.89,-24234354.15,57500298.72,71250569.52,
D,Total Expenses,,565908406.56,538264702.21,730737520.54,818568476.88,
D,Rent Expense Supplemental,22842000.0,8841000.0,5410000.0,7702000.0,,
D,Total Operating Income As Reported,,6504740.5,-9755328.87,83868755.15,108718121.41,
D,Diluted Average Shares,,323130054.0,326399672.0,339712383.0,342195576.0,
D,Basic Average Shares,,323130054.0,326399672.0,339712383.0,342195576.0,
D,Diluted EPS,,-0.024176,-0.074206,0.169235,0.20822,
D,Basic EPS,,-0.024176,-0.074206,0.169235,0.20822,
D,Diluted NI Availto Com Stockholders,,-7805921.89,-24234354.15,57500298.72,71250569.52,
D,Net Income Common Stockholders,,-7805921.89,-24234354.15,57500298.72,71250569.52,
D,Net Income,,-7805921.89,-24234354.15,57500298.72,71250569.52,
D,Minority Interests,,-2096.22,119.9,-3267.28,-3719.61,
D,Net Income Including Noncontrolling Interests,,-7803825.67,-24234474.05,57503566.0,71254289.13,
D,Net Income Continuous Operations,,-7803825.67,-24234474.05,57503566.0,71254289.13,
D,Tax Provision,,-3263196.87,-1347665.49,11116957.82,19166633.3,
D,Pretax Income,,-11067022.54,-25582139.54,68620523.82,90420922.43,
D,Other Income Expense,8669933.13,,,,,
D,Other Non Operating Income Expenses,8669933.13,,,,,
D,Net Non Operating Interest Income Expense,,-17571763.04,-15826810.67,-15248231.33,-18297198.98,
D,Interest Expense Non Operating,,17571763.04,15826810.67,15248231.33,18297198.98,
D,Operating Income,,6504740.5,-9755328.87,83868755.15,108718121.41,
D,Operating Expense,,161021746.39,146249618.24,182904551.92,205611013.29,
D,Other Operating Expenses,,-5889162.86,-5882870.71,-14733118.75,-17646423.2,
D,Selling General And Administration,,166910909.25,152132488.95,197637670.67,223257436.49,
D,Selling And Marketing Expense,,53162738.1,46045197.29,67446591.01,79792113.34,
D,General And Administrative Expense,,113748171.15,106087291.66,130191079.66,143465323.15,
D,Other Gand A,,113748171.15,106087291.66,130191079.66,143465323.15,
D,Gross Profit,,167526486.89,136494289.37,266773307.07,314329134.7,
D,Cost Of Revenue,,404886660.17,392015083.97,547832968.62,612957463.59,
D,Total Revenue,,572413147.06,528509373.34,814606275.69,927286598.29,
D,Operating Revenue,,572413147.06,528509373.34,814606275.69,927286598.29,
DCC,Tax Effect Of Unusual Items,,0.0,451992.9916,3890.1832,580048.63,
DCC,Tax Rate For Calcs,,0.185,0.1973,0.1871,0.1967,
DCC,Normalized EBITDA,,2717876815.0,2810776116.0,2650760989.0,2100548241.0,
DCC,Total Unusual Items,,0.0,2290892.0,20792.0,2948900.0,
DCC,Total Unusual Items Excluding Goodwill,,0.0,2290892.0,20792.0,2948900.0,
DCC,Net Income From Continuing Operation Net Minority Interest,,1585344686.0,1700428707.0,1631362296.0,1182168250.0,
DCC,Reconciled Depreciation,,722481045.0,673004257.0,623431535.0,598585107.0,
DCC,Reconciled Cost Of Revenue,,4972520302.0,4758219642.0,4806806899.0,4798984119.0,
DCC,EBITDA,,2717876815.0,2813067008.0,2650781781.0,2103497141.0,
DCC,EBIT,,1995395770.0,2140062751.0,2027350246.0,1504912034.0,
DCC,Net Interest Income,,-47212692.0,-17549038.0,-18552495.0,-32190524.0,
DCC,Interest Expense,,48903929.0,17654079.0,18645154.0,32515736.0,
DCC,Interest Income,,1691237.0,105041.0,92659.0,325212.0,
DCC,Normalized Income,,1585344686.0,1698589807.9916,1631345394.1832,1179799398.63,
DCC,Net Income From Continuing And Discontinued Operation,,1585344686.0,1700428707.0,1631362296.0,1182168250.0,
DCC,Total Expenses,,6593963742.0,6340556158.0,6379224098.0,6292502046.0,
DCC,Diluted Average Shares,,8260148462.0,8803620055.0,9125611266.0,9125611266.0,
DCC,Basic Average Shares,,7847360860.0,8795564748.0,9125611266.0,9125611266.0,
DCC,Diluted EPS,,0.192,0.193,0.179,0.13,
DCC,Basic EPS,,0.202,0.193,0.179,0.13,
DCC,Diluted NI Availto Com Stockholders,,1585344686.0,1700428707.0,1631362296.0,1182168250.0,
DCC,Net Income Common Stockholders,,1585344686.0,1700428707.0,1631362296.0,1182168250.0,
DCC,Net Income,,1585344686.0,1700428707.0,1631362296.0,1182168250.0,
DCC,Minority Interests,,-1140543.0,-3192686.0,-1564859.0,-611083.0,
DCC,Net Income Including Noncontrolling Interests,,1586485229.0,1703621393.0,1632927155.0,1182779333.0,
DCC,Net Income Continuous Operations,,1586485229.0,1703621393.0,1632927155.0,1182779333.0,
DCC,Tax Provision,,360006612.0,418787279.0,375777937.0,289616965.0,
DCC,Pretax Income,,1946491841.0,2122408672.0,2008705092.0,1472396298.0,
DCC,Other Income Expense,,86415871.0,84481262.0,64023486.0,56499102.0,
DCC,Other Non Operating Income Expenses,,86415871.0,82190370.0,64002694.0,53550202.0,
DCC,Special Income Charges,,0.0,2246865.0,20792.0,2948900.0,
DCC,Gain On Sale Of Ppe,,0.0,2246865.0,20792.0,2948900.0,
DCC,Gain On Sale Of Security,2525074.0,,44027.0,,,
DCC,Net Non Operating Interest Income Expense,,-47212692.0,-17549038.0,-18552495.0,-32190524.0,
DCC,Interest Expense Non Operating,,48903929.0,17654079.0,18645154.0,32515736.0,
DCC,Interest Income Non Operating,,1691237.0,105041.0,92659.0,325212.0,
DCC,Operating Income,,1907288662.0,2055476448.0,1963234101.0,1448087720.0,
DCC,Operating Expense,,1621443440.0,1582336516.0,1572417199.0,1493517927.0,
DCC,Selling General And Administration,,1621443440.0,1582336516.0,1572417199.0,1493517927.0,
DCC,Selling And Marketing Expense,,777608814.0,782818535.0,763765125.0,701149472.0,
DCC,General And Administrative Expense,,843834626.0,799517981.0,808652074.0,792368455.0,
DCC,Other Gand A,,843834626.0,799517981.0,808652074.0,792368455.0,
DCC,Gross Profit,,3528732102.0,3637812964.0,3535651300.0,2941605647.0,
DCC,Cost Of Revenue,,4972520302.0,4758219642.0,4806806899.0,4798984119.0,
DCC,Total Revenue,,8501252404.0,8396032606.0,8342458199.0,7740589766.0,
DCC,Operating Revenue,,8501252404.0,8396032606.0,8342458199.0,7740589766.0,
DCON,Tax Effect Of Unusual Items,,105600.0,8889560.46,3038563.3464,2831869.2705,
DCON,Tax Rate For Calcs,,0.22,0.22,0.18,0.15,
DCON,Normalized EBITDA,,175985896.08,156551755.61,207383684.96,320785719.08,
DCON,Total Unusual Items,,480000.0,40407093.0,16880907.48,18879128.47,
DCON,Total Unusual Items Excluding Goodwill,,480000.0,40407093.0,16880907.48,18879128.47,
DCON,Net Income From Continuing Operation Net Minority Interest,,92433647.51,112293199.49,135389898.63,214672219.86,
DCON,Reconciled Depreciation,,56330902.58,56006818.74,59504523.0,55272529.59,
DCON,Reconciled Cost Of Revenue,,608950579.8,667701568.95,833062644.26,963669162.8,
DCON,EBITDA,,176465896.08,196958848.61,224264592.44,339664847.55,
DCON,EBIT,,120134993.5,140952029.87,164760069.44,284392317.96,
DCON,Net Interest Income,,-4719280.94,-3870986.03,-1984868.33,-20426379.13,
DCON,Interest Expense,,4936531.47,3941090.83,2314832.49,20760608.32,
DCON,Interest Income,,217250.53,70104.8,329964.16,334229.19,
DCON,Normalized Income,,92059247.51,80775666.95,121547554.4964,198624960.6605,
DCON,Net Income From Continuing And Discontinued Operation,,92433647.51,112293199.49,135389898.63,214672219.86,
DCON,Total Expenses,,819688219.74,908955329.71,1083066708.96,1242149558.18,
DCON,Total Operating Income As Reported,,108804622.19,118018382.62,118558302.19,231186666.74,
DCON,Diluted Average Shares,,5344928240.0,5386340396.0,5386340396.0,5995418089.0,
DCON,Basic Average Shares,,5344928240.0,5386340396.0,5386340396.0,5386340396.0,
DCON,Diluted EPS,,0.02,0.0208,0.0251,0.0376,
DCON,Basic EPS,,0.02,0.0208,0.0251,0.0399,
DCON,Diluted NI Availto Com Stockholders,,92433647.51,112293199.49,135389898.63,214672219.86,
DCON,Net Income Common Stockholders,,92433647.51,112293199.49,135389898.63,214672219.86,
DCON,Net Income,,92433647.51,112293199.49,135389898.63,214672219.86,
DCON,Minority Interests,,3058860.84,5920315.17,2830997.97,-10189854.1,
DCON,Net Income Including Noncontrolling Interests,,89374786.67,106372884.32,132558900.66,224862073.96,
DCON,Net Income Continuous Operations,,89374786.67,106372884.32,132558900.66,224862073.96,
DCON,Tax Provision,,25823675.36,30638054.72,29886336.29,38769635.68,
DCON,Pretax Income,,115198462.03,137010939.04,162445236.95,263631709.64,
DCON,Other Income Expense,,11593120.78,84406779.76,80526200.53,93132806.98,
DCON,Other Non Operating Income Expenses,11443173.06,,21136144.31,17773489.96,21382256.48,
DCON,Special Income Charges,,0.0,39937093.0,16715907.48,,
DCON,Gain On Sale Of Ppe,,0.0,39937093.0,16715907.48,,
DCON,Earnings From Equity Interest,,11113120.78,22863542.45,45871803.09,52871422.03,
DCON,Gain On Sale Of Security,,480000.0,40407093.0,16880907.48,18879128.47,
DCON,Net Non Operating Interest Income Expense,,-4719280.94,-3870986.03,-1984868.33,-20426379.13,
DCON,Interest Expense Non Operating,,4936531.47,3941090.83,2314832.49,20760608.32,
DCON,Interest Income Non Operating,,217250.53,70104.8,329964.16,334229.19,
DCON,Operating Income,,108324622.19,56475145.31,83903904.75,190925281.79,
DCON,Operating Expense,,210737639.94,241253760.76,250004064.7,278480395.38,
DCON,Other Operating Expenses,-11443173.06,-13339005.87,-21136144.31,,,
DCON,Selling General And Administration,,224076645.81,241253760.76,250004064.7,278480395.38,
DCON,Selling And Marketing Expense,,144241231.05,150242481.04,165425969.31,184458541.53,
DCON,General And Administrative Expense,,79835414.76,91011279.72,84578095.39,94021853.85,
DCON,Other Gand A,,79835414.76,91011279.72,84578095.39,94021853.85,
DCON,Gross Profit,,319062262.13,297728906.07,333907969.45,469405677.17,
DCON,Cost Of Revenue,,608950579.8,667701568.95,833062644.26,963669162.8,
DCON,Total Revenue,,928012841.93,965430475.02,1166970613.71,1433074839.97,
DCON,Operating Revenue,,928012841.93,965430475.02,1166970613.71,1433074839.97,
DDD,Tax Effect Of Unusual Items,,133839705.95,19929462.6,1930458.0,-34075799.193239,
DDD,Tax Rate For Calcs,,0.23,0.2,0.2,0.398736,
DDD,Normalized EBITDA,,-277438990.0,99820214.0,228036564.0,110893747.0,
DDD,Total Unusual Items,,581911765.0,99647313.0,9652290.0,-85459451.0,
DDD,Total Unusual Items Excluding Goodwill,,581911765.0,99647313.0,9652290.0,-85459451.0,
DDD,Net Income From Continuing Operation Net Minority Interest,,169253455.0,81318753.0,100967616.0,-31291264.0,
DDD,Reconciled Depreciation,,69740502.0,70189781.0,65761422.0,60069514.0,
DDD,Reconciled Cost Of Revenue,,580994898.0,559217549.0,556544406.0,584213625.0,
DDD,EBITDA,,304472775.0,199467527.0,237688854.0,25434296.0,
DDD,EBIT,,234732273.0,129277746.0,171927432.0,-34635218.0,
DDD,Net Interest Income,,1134256.0,-580877.0,4088403.0,12976743.0,
DDD,Interest Expense,,2002248.0,1294797.0,2352343.0,3445493.0,
DDD,Interest Income,,3136504.0,713920.0,6440746.0,16422236.0,
DDD,Normalized Income,,-278818604.05,1600902.6,93245784.0,20092387.806761,
DDD,Net Income From Continuing And Discontinued Operation,,169253455.0,81318753.0,100967616.0,-31291264.0,
DDD,Total Expenses,,1349623576.0,1381818320.0,1446963823.0,1553499730.0,
DDD,Total Operating Income As Reported,,253049188.0,136041188.0,169490402.0,-14360800.0,
DDD,Diluted Average Shares,,317888000.0,317888000.0,317888000.0,317888000.0,
DDD,Basic Average Shares,,317888000.0,317888000.0,317888000.0,317888000.0,
DDD,Diluted EPS,,0.53,0.26,0.32,-0.1,
DDD,Basic EPS,,0.53,0.26,0.32,-0.1,
DDD,Diluted NI Availto Com Stockholders,,169253455.0,81318753.0,100967616.0,-31291264.0,
DDD,Net Income Common Stockholders,,169253455.0,81318753.0,100967616.0,-31291264.0,
DDD,Net Income,,169253455.0,81318753.0,100967616.0,-31291264.0,
DDD,Minority Interests,,-10291169.0,-20626894.0,-34318973.0,-8394721.0,
DDD,Net Income Including Noncontrolling Interests,,179544624.0,101945647.0,135286589.0,-22896543.0,
DDD,Net Income Continuous Operations,,179544624.0,101945647.0,135286589.0,-22896543.0,
DDD,Tax Provision,,53185401.0,26037302.0,34288500.0,-15184168.0,
DDD,Pretax Income,,232730025.0,127982949.0,169575089.0,-38080711.0,
DDD,Other Income Expense,,580881866.0,99070936.0,9652290.0,-85459451.0,
DDD,Other Non Operating Income Expenses,67375149.0,,,,,
DDD,Special Income Charges,,-17287016.0,-6187065.0,2437030.0,-20274418.0,
DDD,Write Off,,17287016.0,6187065.0,-2437030.0,20274418.0,
DDD,Earnings From Equity Interest,0.0,-1029899.0,-576377.0,0.0,,
DDD,Gain On Sale Of Security,,581911765.0,99647313.0,9652290.0,-85459451.0,
DDD,Net Non Operating Interest Income Expense,,1134256.0,-580877.0,4088403.0,12976743.0,
DDD,Interest Expense Non Operating,,2002248.0,1294797.0,2352343.0,3445493.0,
DDD,Interest Income Non Operating,,3136504.0,713920.0,6440746.0,16422236.0,
DDD,Operating Income,,-349286097.0,29492890.0,155834396.0,34401997.0,
DDD,Operating Expense,,768628678.0,822600771.0,890419417.0,969286105.0,
DDD,Other Operating Expenses,,-4889507.0,-5948254.0,-3365551.0,-3206816.0,
DDD,Provision For Doubtful Accounts,,17287016.0,6187065.0,-2437030.0,20274418.0,
DDD,Selling General And Administration,,756231169.0,822361960.0,896221998.0,952218503.0,
DDD,Selling And Marketing Expense,,490651301.0,546135855.0,564555349.0,597299473.0,
DDD,General And Administrative Expense,,265579868.0,276226105.0,331666649.0,354919030.0,
